objectid_1,objectid,po_legalst,po_legal_1,po_hgu,po_area_hg,subgroup,groupid,source,zsl,group_comp,shape_leng,type,area_ha,country,company,name,gfwid,globalid,shape_Length,shape_Area
941,941, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),11947.1618416, ,657,IDN,PT. Permata Hijau Sarana,PT. Permata Hijau Sarana 1,af7ac6c4-2adf-442e-a8eb-63a8e0573121,{3753DDF3-6B75-4548-BF0D-9BD83629C704},11947.1618327582,6615298.53332932
942,942, , , ,0, ,99,varies,0,No group,71916.2018756, ,10353,IDN,PT. Mitra Sawit Kumala Abadi,PT. Mitra Sawit Kumala Abadi,57c7fc00-07ea-4e22-bba1-b994c382974c,{EDA30664-D395-4F06-A150-440277D4A8A3},71916.2018212153,104229156.395935
943,943, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),27487.062212, ,4440,IDN,PT. Permata Hijau Sarana,PT. Permata Hijau Sarana 2,505eb234-c63b-4020-9fc6-fd54ab59d680,{223E58E9-65A0-44C1-BA36-0B93EA2B2C72},27487.062264729,44699139.634031
944,944, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),38937.7640937, ,3726,IDN,PT. Multi Prima Entakai,PT. Multi Prima Entakai 1,f58563e5-6b0b-4769-8eb9-70d358b83669,{61067332-8105-4E42-881F-D25BCF718629},38937.7642027088,37506733.1980076
945,945, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),85388.1917913, ,13393,IDN,PT. Multi Prima Entakai,PT. Multi Prima Entakai 2,12bc7619-2771-4378-b1e5-6f3bcfb31ba7,{53E48728-12A9-46BF-AFB4-AF4AD168A117},85388.1918074166,134836006.301143
946,946, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),42197.8708766, ,8452,IDN,PT. Multi Prima Entakai,PT. Multi Prima Entakai 3,0b8dd9d2-0e8b-49ec-b5a4-6a31c9173bd5,{ED0F5D5A-CECB-4ACD-924F-991E0657E8EB},42197.8710041148,85085818.2689497
947,947, , , ,0, ,99,varies,0,No group,27040.7175443, ,3170,IDN,PT. SKP,PT. SKP 4,673ad1f8-ff75-4af6-80cd-f684fc88b9af,{C9B0CF45-8FC7-4776-9E11-5DF1A5A3576A},27040.7175418846,31918094.8009501
948,948, , , ,0, ,39,varies,0,Lyman Group,90336.582648, ,15513,IDN,PT. Sinar Dinamika Kapuas,PT. Sinar Dinamika Kapuas 1,b302aed7-07d7-46c0-a52e-dd1709f8fcf5,{5F948C27-6A15-487F-8E38-81EF43666EF0},90336.582595404,156177692.798071
949,949, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),12225.0688961, ,375,IDN,PT. Permata Hijau Sarana,PT. Permata Hijau Sarana 3,3ff6b801-3258-4f46-914a-119ba9e258bd,{EB313ABB-B92B-434E-8574-EB4778420D42},12225.0688984803,3778696.16066243
950,950, , , ,0, ,51,varies,0,Perkebunan Nusantara,60912.0529184, ,10857,IDN,PTPN XIII,PTPN XIII 17,3db9cf09-dab2-40a7-b252-17ac48cbd7c8,{5538DB8E-C0AA-4588-9844-C133433121F7},60912.052872039,109306308.313425
951,951, , , ,0, ,26,varies,0,Incasi Raya,58207.3921737, ,11965,IDN,PT. Mega Sawindo Perkasa,PT. Mega Sawindo Perkasa 1,1f9e031e-1ac5-4c8f-bd9b-cc83044f029f,{C262E0E8-37EE-48CF-A767-30DFFCE56456},58207.3922579376,120453716.117776
952,952, , , ,0, ,72,varies,0,Surya Borneo Indah,36959.1470641, ,3236,IDN,PT. Sawit Desa Kapuas,PT. Sawit Desa Kapuas 1,19715d14-85a0-4a41-9ef9-5a9fa2abbf5b,{E5679B6E-E90D-40B0-93F6-79BD30D731BC},36959.1469338193,32574121.0406732
953,953, , , ,0, ,99,varies,0,No group,32681.8081014, ,5260,IDN,PT. Koperasi Trihanura,PT. Koperasi Trihanura,c9b247b7-bcc8-42c5-b083-3b376c4168f1,{C0874102-5BB5-4F68-B7DE-73155C6D1BD6},32681.8080984409,52952416.6369567
954,954, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),84321.3073305, ,29575,IDN,PT. Multi Prima Entakai,PT. Multi Prima Entakai 4,a7c8931f-e438-40ae-b420-2d9b5b0e503b,{108E53AA-79C9-4224-9D39-EA2F7D960848},84321.3076059434,297743035.036715
955,955, , , ,0, ,51,varies,0,Perkebunan Nusantara,88988.0161998, ,28736,IDN,PTPN XIII,PTPN XIII 18,bc9e056a-7339-4dd1-9eb9-8651ab480a2a,{28B1AAF6-E57A-49C8-B9B1-2785D35A5D45},88988.0163128645,289298129.606231
956,956, , , ,0, ,44,varies,0,MJP Group,73214.1910285, ,16074,IDN,PT. Surya Deli,PT. Surya Deli,dbe54d2c-29b3-462a-b4b2-16328b074c4a,{B500191D-A350-4C76-BF57-EACA3B2FBD5D},73214.1911814098,161822109.174564
957,957, , , ,0, ,44,varies,0,MJP Group,128767.451168, ,43416,IDN,PT. Multi Jaya Perkasa,PT. Multi Jaya Perkasa,29268100-f3b1-4c51-b189-f1901a34ae16,{3FA19922-4C22-4CCB-9116-1BE702F6E4B6},128767.451567144,437088107.71236
958,958, , , ,0, ,72,varies,0,Surya Borneo Indah,14531.2128342, ,723,IDN,PT. Sawit Desa Kapuas,PT. Sawit Desa Kapuas 2,b96aade6-8e1a-4941-b798-ba9a69a549d1,{2D5D6481-37E9-4355-A3FE-A604FF61E4AE},14531.2127738143,7282653.20687813
959,959, , , ,0, ,72,varies,0,Surya Borneo Indah,100818.890109, ,17025,IDN,PT. Agrindo Prima Niagra,PT. Agrindo Prima Niagra,51303b07-f18f-4fa5-9034-5c1ce10b73e5,{FC5AFE83-98FB-47AA-B5A2-D46BF4CA78E0},100818.890310057,171395600.030872
960,960, , , ,0, ,39,varies,0,Lyman Group,4350.06540187, ,114,IDN,PT. Sinar Dinamika Kapuas,PT. Sinar Dinamika Kapuas 2,f7fc3415-a12f-47b7-b27e-85c70d3633a7,{6B6DCC24-511A-439B-AD09-3FEDF318785C},4350.06550002384,1147297.96249255
961,961, , , ,0, ,26,varies,0,Incasi Raya,96822.5434903, ,19400,IDN,PT. Bintara Tani Nusantara,PT. Bintara Tani Nusantara 1,fe74791d-b8f8-4013-90f4-416cd2f773bb,{1C153AA5-B909-4ED0-BC08-16FF8905637D},96822.5434755385,195306764.028513
962,962, , , ,0, ,39,varies,0,Lyman Group,3545.1013377, ,76,IDN,PT. Sinar Dinamika Kapuas,PT. Sinar Dinamika Kapuas 3,aa6d3057-c4ce-445f-add4-70433aa3e9c3,{3C8515E4-4E35-4A1C-AA16-BCB31E1C7F13},3545.10140002248,763004.406389694
963,963, , , ,0, ,99,varies,0,No group,75545.3443535, ,6222,IDN,PT. Sawit Dinamika Kapuas II,PT. Sawit Dinamika Kapuas II 1,c25a3430-0917-4ea8-94fa-71a6d26589a2,{458168E9-038E-49D2-9FD1-4994CD46B471},75545.3443107386,62643908.894059
964,964, , , ,0, ,99,varies,0,No group,1994.60619672, ,25,IDN,PT. Kapuas K,PT. Kapuas K,330ff38e-33ef-43ce-93d6-bb6f971cd4c3,{23C2E93E-2DF0-4083-9389-B88193598802},1994.60613540619,251182.385305082
965,965, , , ,0, ,99,varies,0,No group,5924.38013468, ,189,IDN,PT. Sawit Dinamika Kapuas II,PT. Sawit Dinamika Kapuas II 2,cf47209b-9316-49f8-9c7a-8e8421299c2e,{D7B2D152-C512-412E-B8A3-2FB9B8CFBF2B},5924.37991881007,1901373.99186457
966,966, , , ,0, ,99,varies,0,No group,29642.4429081, ,5031,IDN,PT. Titin Boyok Sawit Makmur,PT. Titin Boyok Sawit Makmur,03180d87-73d9-4827-b2cb-623681f4ae39,{860A1E5E-BB96-4DC4-AB70-131D0B3D73D1},29642.4430042254,50652772.4370354
967,967, , , ,0, ,72,varies,0,Surya Borneo Indah,89683.4665848, ,9324,IDN,PT. Sawit Desa Kapuas,PT. Sawit Desa Kapuas 3,bcda97db-35f6-4579-b9b0-f5014c304fb3,{1BA7B6E7-D6E0-4C21-896F-4611A688F636},89683.4664026882,93870833.3223302
968,968, , , ,0, ,99,varies,0,No group,45788.6631255, ,4603,IDN,PT. Bumi Kita Utama,PT. Bumi Kita Utama,7deb99f8-9252-46ac-a4dd-dfdbc0b2dcf9,{0DAF50CF-3A25-4EBD-949E-09EF57CA229D},45788.6633410399,46336612.0755998
969,969, , , ,0, ,99,varies,0,No group,15843.1336658, ,603,IDN,PT. Sawit Dinamika Kapuas II,PT. Sawit Dinamika Kapuas II 3,f0b25e03-34fa-4960-b91f-a1e9288e607d,{A642E955-E53F-45E4-81D4-3F2D16429E02},15843.1336071873,6073436.71650784
970,970, , , ,0, ,26,varies,0,Incasi Raya,129232.971837, ,44026,IDN,PT. Sumatra Makmur Lestari,PT. Sumatra Makmur Lestari 1,6af91ac5-41e6-407c-91a1-411a1ada2e99,{2ADCB11C-41DE-4C67-8D68-C3E75BAA466C},129232.972257422,443240735.592219
971,971, , , ,0, ,26,varies,0,Incasi Raya,15080.8990365, ,1425,IDN,PT. Bintara Tani Nusantara,PT. Bintara Tani Nusantara 2,6319f54e-2aa1-4216-90af-80d2faa98807,{22BE2C1A-EEEE-4E6C-B2EE-97366986D8C7},15080.899119352,14346448.5278371
972,972, , , ,0, ,99,varies,0,No group,34628.63993, ,6933,IDN,PT. Tri H.M,PT. Tri H.M 2,7cfc5a65-b668-472a-aec7-2e626612ca32,{8DF7D135-EA20-45A7-9116-B111AB2B2FF7},34628.6395822552,69795028.5958253
973,973, , , ,0, ,99,varies,0,No group,6128.52824474, ,144,IDN,PT. Sawit Dinamika Kapuas II,PT. Sawit Dinamika Kapuas II 4,b46c1254-dbfb-4c75-bcd0-c05b78e2e6dc,{83959350-D4A2-40FC-995E-9D09C0C49709},6128.52828590042,1452180.09388489
974,974, , , ,0, ,99,varies,0,No group,8078.71724421, ,327,IDN,PT. Sawit Dinamika Kapuas II,PT. Sawit Dinamika Kapuas II 5,79dcb78d-8e4a-4a96-917b-5e65f1ca18b9,{6C7B2C13-B40F-4B3C-89FC-77B5DCA6F29B},8078.71737929742,3288556.00521521
975,975, , , ,0, ,99,varies,0,No group,13539.4479439, ,896,IDN,PT. Raya Kaya,PT. Raya Kaya 2,ef4b7ca8-4d8b-448c-a198-f26895313e83,{2CCE7F32-2219-47B4-84EC-B50419981399},13539.4477484398,9018464.13890558
976,976, , , ,0, ,99,varies,0,No group,59545.7816317, ,19257,IDN,PT. Bintang Sawit Lestari,PT. Bintang Sawit Lestari,73fcdb6f-45eb-468b-b353-fd5a8633f3b9,{533F209B-78FB-4685-A26C-E08ABB586F98},59545.7817639754,193875936.596557
977,977, , , ,0, ,99,varies,0,No group,47979.4846459, ,10853,IDN,PT. Kalbar Inti Plantation,PT. Kalbar Inti Plantation 1,18abbb26-7600-4675-9cfa-5eefd65f9048,{23DE9B31-0D28-443A-A7B6-160C14247022},47979.484688263,109262373.055461
978,978, , , ,0, ,99,varies,0,No group,3590.77556763, ,80,IDN,PT. Bojong Permai,PT. Bojong Permai 2,66370f18-3fa1-4a3a-bb27-574c41fcd90b,{AE537ED9-4ACB-4EAD-8A6D-C1EC04C163C5},3590.7756083636,802113.040185904
979,979, , , ,0, ,99,varies,0,No group,38814.239716, ,5514,IDN,PT. Kalbar Inti Plantation,PT. Kalbar Inti Plantation 2,f11e2533-f3a4-4ab3-a1b7-39a39f76d062,{8130F58F-3453-4BDA-8316-26DDE6C2EE98},38814.2397417491,55510841.3263178
980,980, , , ,0, ,71,varies,0,Sungai Budi Group,38548.4152304, ,5449,IDN,PT. Bumi Perkasa,PT. Bumi Perkasa 3,a00aad5e-0506-4741-b121-fa2f99a67043,{872607D6-28E9-4C3B-8941-3CAB9D6BAFEA},38548.4151984199,54855558.2581554
981,981, , , ,0, ,99,varies,0,No group,37993.4482049, ,7466,IDN,PT. INHUTANI III,PT. INHUTANI III 4,1bafa995-20ec-4cd2-a534-056cf9aa96cf,{AF24132E-C56D-4421-910E-45F812544D82},37993.4477925438,75166523.6396247
982,982, , , ,0, ,26,varies,0,Incasi Raya,62062.3308481, ,15531,IDN,PT. Sumatra Jaya Agro Lestari,PT. Sumatra Jaya Agro Lestari,ec996a94-4a3b-4dcb-acaf-7d590fcea42a,{ED8219F2-FCF6-4474-8E47-B4F1597657F2},62062.3309773149,156361452.636063
983,983, , , ,0, ,26,varies,0,Incasi Raya,64920.5395958, ,22030,IDN,PT. Arvena Sepakat,PT. Arvena Sepakat 1,1dd8ed01-9a5c-4bcf-b665-af10445fee49,{A8065867-5ECE-44E8-8BB6-74440A5E0A7F},64920.5396161509,221795712.937978
984,984, , , ,0, ,99,varies,0,No group,108408.744316, ,19702,IDN,PT. Mustika Agung Sentosa,PT. Mustika Agung Sentosa,cccce4f4-11bd-4b8b-a294-20bdd83a791f,{5E3C64B9-168E-4BD3-AB51-8E1085061B15},108408.74451458,198368380.080329
985,985, , , ,0, ,99,varies,0,No group,56626.1473157, ,13666,IDN,PT. Rimbunan Hijau Jaya,PT. Rimbunan Hijau Jaya,c756647d-880d-4564-8da7-50302083ec96,{F0DF866E-1A39-4535-A07C-5E1B492B4290},56626.1469831441,137588284.330909
986,986, , , ,0, ,26,varies,0,Incasi Raya,68821.2686468, ,7181,IDN,PT. Arvena Sepakat,PT. Arvena Sepakat 2,a97533cc-9485-4886-9c9b-15b1d4776678,{96A94EB5-3341-4747-AEC5-449B137277E8},68821.268423662,72298816.3236204
987,987, , , ,0, ,99,varies,0,No group,27493.0048185, ,4282,IDN,PT. Kelini Raya Utama,PT. Kelini Raya Utama,dffd2dbb-1593-4859-b988-7727ca38eca4,{43A46B3C-B77F-4829-8D82-A090AB215E92},27493.0049495729,43115846.9031975
988,988, , , ,0, ,99,varies,0,No group,89509.7564735, ,12239,IDN,PT. Batu Serundung,PT. Batu Serundung,d723b5b1-b525-4729-b4fe-079ec14f5a3f,{40F68882-FE52-4E28-BE55-DBF9C86B0402},89509.7563477752,123238862.018251
989,989, , , ,0, ,99,varies,0,No group,67278.8241415, ,21296,IDN,PT. Borneo Bhakti Sejahtera,PT. Borneo Bhakti Sejahtera 2,a817a200-6a73-4ae7-aa79-93a2d4e4fe95,{5A6EDC4B-9675-4B14-893A-5117DAE2A112},67278.8238464029,214429278.642134
990,990, , , ,0, ,99,varies,0,No group,14125.7391238, ,1001,IDN,PT. Citra Permata Serundung,PT. Citra Permata Serundung 1,f8b35b15-7379-43aa-8a29-102263125464,{CF89E988-B4D7-4EF2-B0F8-156D2EE9D059},14125.7391789397,10077180.9364982
991,991, , , ,0, ,99,varies,0,No group,120391.450291, ,15808,IDN,PT. Merbau Sakti Tani,PT. Merbau Sakti Tani,7beba8be-67e0-4e08-8e8e-80100445f622,{5D0EF554-48F1-467A-B5FF-74763EA44A32},120391.450112724,159176233.769413
992,992, , , ,0, ,68,varies,0,Sinar Mas,2340.43535802, ,35,IDN,PT. Finantara,PT. Finantara,c08aae95-5485-45a5-a873-e9dfa47b934b,{589ABE24-32D1-4F7D-9C9A-D4F85BD0A351},2340.4352180811,356597.79087803
993,993, , , ,0, ,99,varies,0,No group,13888.7464484, ,1078,IDN,PT. Koperasi Kingsang Makmur,PT. Koperasi Kingsang Makmur,c9049e06-0dd9-4c2b-b21a-bf13b270ae8e,{B515260A-4FFF-47DD-9781-D49B2964539B},13888.7464613107,10850428.4676613
994,994, , , ,0, ,99,varies,0,No group,67875.8662574, ,20496,IDN,PT. Pulau Lestari Jaya,PT. Pulau Lestari Jaya,2f9868c5-d674-4bf2-ae8b-1b1e8371b1f8,{3E7A9F9A-6AD1-41CD-8E52-17E01A63E61E},67875.8662580901,206382460.862845
995,995, , , ,0, ,99,varies,0,No group,40054.8787397, ,7509,IDN,PT. Citra Permata Serundung,PT. Citra Permata Serundung 2,6fb52802-ce95-48a1-a429-7dafd41b3602,{32C148D8-DA3A-4521-966D-EEF3348702EB},40054.8787806896,75609937.9357583
996,996, , , ,0, ,99,varies,0,No group,96327.1526188, ,23156,IDN,PT. Kalimantan Agro Lestari,PT. Kalimantan Agro Lestari 1,9101fcc4-a327-4847-b22f-a79fea08d5b9,{065D3ED0-D4F4-44DE-BA05-11E45C32556A},96327.1523966288,233169202.684321
997,997, , , ,0, ,99,varies,0,No group,74353.1435251, ,15473,IDN,PT. Fajar Saudara Lestari,PT. Fajar Saudara Lestari 3,17d3435c-f312-449a-b9a4-99c0946f95c8,{6A630A2C-A165-4F9F-9222-21489CE15D41},74353.1431741457,155808440.147309
998,998, , , ,0, ,94,varies,0,Surya Dumai Group,55809.2723925, ,19698,IDN,PT. Marsam Citra Adiperkasa,PT. Marsam Citra Adiperkasa 2,fda7d345-e9fd-4cfc-8b8f-ecf75c4aa4d0,{AE17F796-15BD-421A-B6B6-1F553BA4658C},55809.2724327583,198356505.225432
999,999, , , ,0, ,99,varies,0,No group,53597.319034, ,11212,IDN,PT. Kalimantan Agro Lestari,PT. Kalimantan Agro Lestari 2,3be6606d-b71b-4cf7-bddb-85a35312bfa7,{208EE05E-F285-44CD-BAF6-66E732BD4A0A},53597.3190480397,112913967.591309
1000,1000, , , ,0, ,99,varies,0,No group,77765.6444519, ,14936,IDN,PT. Surya Mukti Perkasa,PT. Surya Mukti Perkasa,1d98a8a4-6a58-4ffb-8f7b-ee55a9b9ccf3,{00DA0063-CA7C-432D-A13C-611DAA583019},77765.6443805024,150414121.230884
1001,1001, , , ,0, ,20,varies,6,Genting Group,75665.0856116, ,17089,IDN,PT. Sawit Sehat,PT. Sawit Sehat,613c0770-c716-4e28-929c-de742e2faa36,{71742C8A-72C3-4B4A-B6B8-515B86C7F6E1},75665.0855832086,172123765.992798
1002,1002, , , ,0, ,99,varies,0,No group,46513.8129455, ,5357,IDN,PT. Hamparan Sawit Khatulistiwa,PT. Hamparan Sawit Khatulistiwa 1,88c75e90-26de-4ef2-9680-83337a57a1f0,{6880D16E-7B07-4762-B740-0D5188155B05},46513.8129047052,53954359.315919
1003,1003, , , ,0, ,99,varies,0,No group,21033.7224007, ,2337,IDN,PT. Hamparan Sawit Khatulistiwa,PT. Hamparan Sawit Khatulistiwa 2,d34fbb42-ca24-4c7b-9cc1-8943a9e37ad9,{5EAA4947-EAE2-4F4B-837B-3397EBB8F7CC},21033.7225414319,23538273.216118
1004,1004, , , ,0, ,20,varies,6,Genting Group,60266.0730477, ,16709,IDN,PT. Sepanjang Inti Sury Utama,PT. Sepanjang Inti Sury Utama 1,5d1fdc8d-7508-4ad8-91e7-0b10f8384583,{2153CF9F-8924-4734-93C1-354BD886713A},60266.0731520151,168312701.573516
1005,1005, , , ,0, ,20,varies,6,Genting Group,79572.7280775, ,14888,IDN,PT. Sepanjang Inti Surya Abadi,PT. Sepanjang Inti Surya Abadi 1,b76572cf-c310-42b2-bca3-9435ff065883,{CBF1BF19-5235-43D3-AC53-95AD7384CB1C},79572.7280364577,149961920.336814
1006,1006, , , ,0, ,20,varies,6,Genting Group,63823.4815282, ,18314,IDN,PT. Sawit Murni,PT. Sawit Murni,d6237db9-9c0f-4b0f-b83f-5a9798e81a92,{1815CD99-923F-405F-9E15-B1B3B0768BE4},63823.4813914492,184466816.771865
1007,1007, , , ,0, ,99,varies,0,No group,8861.37640686, ,369,IDN,PT. Alam Kalbar,PT. Alam Kalbar,bc9dca3d-eff3-4f3a-a808-5acb1ba5cc48,{B394D8E6-2F26-4A56-B4FC-4312711BA7A2},8861.37644577519,3720275.05397595
1008,1008, , , ,0, ,99,varies,0,No group,67834.440684, ,17980,IDN,PT. Golden Youth Plantation In,PT. Golden Youth Plantation In,939691d6-92f2-411a-aa79-bb1044235049,{27913FBC-36B5-40F6-B145-F68A056F52B5},67834.4407076053,181142484.239136
1009,1009, , , ,0, ,99,varies,0,No group,57433.4554569, ,7301,IDN,PT. Indota Kalbar,PT. Indota Kalbar,605f413e-0c71-4074-9eeb-935da75c7a5b,{697DC74B-9B60-4551-9E3B-50629AF0FC91},57433.4554167906,73557544.9862528
1010,1010, , , ,0, ,99,varies,0,No group,71329.6847195, ,26876,IDN,PT. Lahan Agro Inti Ketapang,PT. Lahan Agro Inti Ketapang,4c1ba1cb-e786-4b44-a234-9df91c3d0d80,{D397B3ED-6432-410E-9987-0A5F6716B615},71329.6848407882,270784932.634391
1011,1011, , , ,0, ,99,varies,0,No group,65883.5729636, ,14578,IDN,PT. Agro Palma Lestari,PT. Agro Palma Lestari,83c42750-4126-493b-8930-b443d9dc5cf1,{425A370F-A78A-4ED0-9826-2725EDC883DC},65883.5727843494,146892174.507727
1012,1012, , , ,0, ,99,varies,0,No group,63904.027258, ,19817,IDN,PT. Limpah Sejahtera,PT. Limpah Sejahtera,39147293-5890-47c9-888e-81b71d125821,{E5EF04E7-E3E8-47F9-8A89-780394575D4F},63904.0272914781,199685143.545397
1013,1013, , , ,0, ,99,varies,0,No group,79935.5494406, ,21635,IDN,PT. Sinar Karya Mandiri,PT. Sinar Karya Mandiri,de80906e-0e97-4bc8-8d3f-539cb3f790a6,{4B3EEA54-1AB2-4F6C-ADFF-84B1D90F6C06},79935.5494080729,218007825.216103
1014,1014, , , ,0, ,99,varies,0,No group,64782.9776209, ,16477,IDN,PT. Agro Palma Panca Mitra,PT. Agro Palma Panca Mitra,33334b2a-8fed-44df-b5d4-393daa1213be,{575E2A27-FA2C-4853-9CEF-F2064B607058},64782.9775809899,166041667.175487
1015,1015, , , ,0, ,66,varies,18,Sime Darby,23136.092676, ,3139,IDN,PT. Duta Sumber Nabati,PT. Duta Sumber Nabati 1,f1e07141-755f-469d-9fa2-d71a80f34eab,{3A077518-336F-4B0F-9B74-FD255A0FAF02},23136.0926279272,31630269.8363119
1016,1016, , , ,0, ,68,varies,0,Sinar Mas,106913.724707, ,37238,IDN,PT. Smart Corporation,PT. Smart Corporation 3,224d5296-c6a5-425d-b8df-98637cb08302,{3A7C84EA-471B-4C0C-847D-CA2406AF078C},106913.724676267,375305328.83488
1017,1017, , , ,0, ,99,varies,0,No group,79493.742636, ,17269,IDN,PT. Mekar Karya Kahuripan,PT. Mekar Karya Kahuripan,4c9ab1e8-644a-4d62-af64-15ea336549f9,{D09E2D85-1123-4D33-986C-235CC545166A},79493.7427943841,174051162.08708
1018,1018, , , ,0, ,99,varies,0,No group,47305.5726667, ,13388,IDN,PT. Cipta Karsa Kahuripan,PT. Cipta Karsa Kahuripan,372f8d4c-44f6-487c-94cc-284ef2f7ce8d,{064FC643-3D58-42CC-B0D4-FE7A63B1162D},47305.5726350035,134944761.77087
1019,1019, , , ,0, ,94,varies,0,Surya Dumai Group,65090.3330793, ,17749,IDN,PT. Fangiono Agro Plantation,PT. Fangiono Agro Plantation,a5267dfa-c27c-4f15-a81d-453b79f7d64c,{D1D14A60-68BE-46F3-B9FE-6011C0F9676E},65090.3328711312,178895188.197712
1020,1020, , , ,0, ,68,varies,0,Sinar Mas,67175.1427476, ,24330,IDN,PT. Agro Majusejahtera,PT. Agro Majusejahtera,b85995c5-ba06-46da-80df-a73369fa7fc9,{F473F398-9B11-45A0-8BA5-80621F4B5193},67175.1426049292,245240166.577845
1021,1021, , , ,0, ,99,varies,0,No group,56454.5117777, ,17622,IDN,PT. Borneo Khatulistiwa Sawit,PT. Borneo Khatulistiwa Sawit,8a7cbf23-d3d5-45be-a2e4-f8389b800bad,{9EEA9B62-69E7-4604-AE8D-91BCDF09384B},56454.5118726511,177627983.881024
1022,1022, , , ,0, ,99,varies,0,No group,60907.7439509, ,16453,IDN,PT. Umekah Sari Pratama,PT. Umekah Sari Pratama,f6253079-817c-47de-a8ea-85edbeac8435,{03A3C7F3-7979-4EF6-9434-A8B3056668D3},60907.743717514,165865063.975863
1023,1023, , , ,0, ,68,varies,0,Sinar Mas,54802.768938, ,14229,IDN,PT. Kencana Graha Permai,PT. Kencana Graha Permai,ecb14d8e-9386-491b-9a92-8627c8757830,{B1E66B23-C4B7-4243-A788-49DF75C0B80B},54802.7686961419,143444138.993447
1024,1024, , , ,0, ,68,varies,0,Sinar Mas,77746.1590562, ,25915,IDN,PT. Bangun Nusa Mandiri,PT. Bangun Nusa Mandiri,15b475ac-dbfe-483b-b3c2-b1bfffe47a9b,{F4F8FEC5-1D6C-425E-A5ED-63840B3EDDB8},77746.1593501898,261267129.036593
1025,1025, , , ,0, ,47,varies,0,Mukti Group,82249.596703, ,22754,IDN,PT. Swadaya Mukti  Perkasa,PT. Swadaya Mukti  Perkasa 1,e8282630-4115-4c1f-a2bb-5cd2076760c4,{10DDB251-AA74-4606-A2F0-DBF6C07524F8},82249.5964303504,229401181.140267
1026,1026, , , ,0, ,66,varies,18,Sime Darby,56814.0915864, ,8481,IDN,PT. Budidaya Agro Lestari,PT. Budidaya Agro Lestari 1,50b81c55-65fb-49a9-893e-76ca606f3636,{203E2F59-96A4-4406-BE0E-E1CD0A187FF5},56814.0914397866,85512420.5871438
1027,1027, , , ,0, ,11,varies,0,Cargill,61279.542571, ,8805,IDN,PT. Harapan Hibrida Kalbar,PT. Harapan Hibrida Kalbar 3,e46fdc94-e38b-4490-bd13-4f282521580d,{917A58D2-0EF7-441E-8F15-FD4B70E33F04},61279.5425588978,88803836.2203067
1028,1028, , , ,0, ,99,varies,0,No group,36992.9445242, ,3996,IDN,PT. AKI,PT. AKI,77fe292f-3fd0-498c-be8b-f007489846ae,{11FD67CD-31BE-45D6-90E0-5A72268C8409},36992.9442890296,40301525.3252406
1029,1029, , , ,0, ,99,varies,0,No group,71194.4839509, ,25965,IDN,PT. Wira Karya Nusantari,PT. Wira Karya Nusantari,f9fd77b3-1ae5-49e5-a405-66369336a46b,{BD6FD639-AFD8-4A3E-93F9-58500A4476DE},71194.4840348041,261890024.139195
1030,1030, , , ,0, ,11,varies,0,Cargill,102302.314298, ,34711,IDN,PT. Harapan Sawit Lestari,PT. Harapan Sawit Lestari 1,ab5066cb-2d3f-438e-b17e-3e654a54f35d,{478FB5F7-26E1-4499-81F2-5F923493E39F},102302.314282775,350146996.894224
1031,1031, , , ,0, ,11,varies,0,Cargill,14846.7958916, ,1342,IDN,PT. Harapan Sawit Lestari,PT. Harapan Sawit Lestari 2,9eb516c7-4559-4111-a085-84c39bcb5475,{9A79419D-D391-4763-9813-74D8C540A68D},14846.7958544502,13540928.5313505
1032,1032, , , ,0, ,99,varies,0,No group,46859.7842711, ,7597,IDN,PT. Ladang Sawit Mas,PT. Ladang Sawit Mas,5237a1ad-1e67-4b4b-a9c6-db33bfdec691,{9FFF754A-8811-4CBF-8676-CF5115E0472D},46859.7841258032,76637108.1618112
1033,1033, , , ,0, ,11,varies,0,Cargill,3339.31759866, ,63,IDN,PT. Harapan Sawit Lestari,PT. Harapan Sawit Lestari 3,489c461e-dfdd-400c-956e-c933d0d9bc7a,{0DC997BE-6AFF-4B4A-8444-C2BA1B5800AC},3339.31768918398,639179.149189628
1034,1034, , , ,0, ,99,varies,0,No group,63528.6010621, ,12715,IDN,PT. Ladang Sawit Malindo,PT. Ladang Sawit Malindo,6ba41beb-2ae5-46c8-99f9-213bec4c2eb7,{E62AD5C2-7303-434D-AAFD-0BBA74A69750},63528.6010528708,128302013.031236
1035,1035, , , ,0, ,99,varies,0,No group,10335.4771534, ,512,IDN,PT. Natuna Inti Makmur,PT. Natuna Inti Makmur 2,33b3d3dd-367e-44bf-ab93-1d70e43dbc70,{8A8C553B-1C61-4902-A080-6A1CFFC9B0C0},10335.4772860537,5156673.45963531
1036,1036, , , ,0, ,99,varies,0,No group,5821.66847641, ,113,IDN,PT. Natuna Inti Makmur,PT. Natuna Inti Makmur 3,1f2f3560-4d83-4c82-a0ee-6310700ee8d5,{530DC9B0-57A5-4B53-B318-5ED3AA95F9B0},5821.66855082054,1136644.71621465
